"{""_id"":{""$oid"":""5e6bf421b0d40b1f9dc8517f""}",Tweet_id:1234635412964073472,"created_at:""Tue Mar 03 00:23:15 +0000 2020""","rawtext:""My love my fav #parfum #chanel #coco #love #fashion #fashionblogger https://t.co/NaFzgRIWSY""","text:""My love my fav ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf421b0d40b1f9dc85181""}",Tweet_id:1234635437634834432,"created_at:""Tue Mar 03 00:23:21 +0000 2020""","rawtext:""Watch what happened at 2:15:23 in @jmusic1216's broadcast: #MUSIC #QUIZ 5PM EST __ ALL GENRES 50S-2020! ALSO GENERAL #TRIVIA ! ____ #GOLIVE #LOVE #GAY #GAMES #BEAR #DRINKS https://t.co/Zo4H0wlqg5""","text:""Watch what happened at 2 in 's broadcast: MUSIC QUIZ 5PM EST ALL GENRES 50S-2020! ALSO GENERAL TRIVIA ! ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf421b0d40b1f9dc85183""}",Tweet_id:1234635454097559555,"created_at:""Tue Mar 03 00:23:25 +0000 2020""","rawtext:""Attitude + Mindset for 2020...\nYes YOU *insert expletive* can __\n#BossBabes\n#Strong\n#Mindset\n.\n.\n.\n.\n.\n.\n#girlpower #training #muscle #healthy #live #abs #fun #progress #model #legs #happy #motivation #getfit_ https://t.co/zjT6FsYiAt""","text:""Attitude + Mindset for 2020.. Yes YOU *insert expletive* can BossBabes Strong Mindset . . . . . . ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf421b0d40b1f9dc85185""}",Tweet_id:1234635477556322309,"created_at:""Tue Mar 03 00:23:30 +0000 2020""","rawtext:""Es QOTD. I hope you feel wrapped up in love today - by others"," and by yourself too. __[__] \n@BTS_twt \n\n#BTSBookClub #BTSBC_QOTD #BTS #MapOfTheSoul7 #LoveIs #Love #WrappedUpInLove https://t.co/QsP6brk9lz""","text:""Es QOTD. I hope you feel wrapped up in love today - by others"," and by yourself too. [] ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf421b0d40b1f9dc85186""}",Tweet_id:1234635482480496640,"created_at:""Tue Mar 03 00:23:32 +0000 2020""","rawtext:""#MondayMood: Love. \n\nThis #foster pup found comfort in his foster big brother. Foster a pet and save a life. Visit our community lifesaving dashboard to find a shelter near you: https://t.co/OhsqFukfK9. #love ^ND https://t.co/M90aMm1wDS""","text:""MondayMood: Love. This foster pup found comfort in his foster big brother. Foster a pet and save a life. Visit our community lifesaving dashboard to find a shelter near you: love ^ND""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf421b0d40b1f9dc85187""}",Tweet_id:1234635520380039169,"created_at:""Tue Mar 03 00:23:41 +0000 2020""","rawtext:""200303 Teaser ___•∞ \nhttps://t.co/QusQZVTWIV\nhttps://t.co/WuIAsf11lu\nhttps://t.co/4ymgfLBgUb\n\n#TAEYEON #___ #HAPPY __ https://t.co/OcrTO1epw8""","text:""200303 Teaser ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf421b0d40b1f9dc85189""}",Tweet_id:1234635535366475782,"created_at:""Tue Mar 03 00:23:44 +0000 2020""","rawtext:""Watch @gregrharvey's broadcast: The BEST life / Fake News Virus / #covfefe #talk #cbd  #inspire #maga #love #qanon https://t.co/w8lTAUubBd https://t.co/tICa8luw2d""","text:""Watch 's broadcast: The BEST life / Fake News Virus / ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf421b0d40b1f9dc85188""}",Tweet_id:1234635532132474880,"created_at:""Tue Mar 03 00:23:43 +0000 2020""","rawtext:""She will sing and sing and sing. No one can stop her. #Taeyeon #Happy""","text:""She will sing and sing and sing. No one can stop her. ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf421b0d40b1f9dc8518b""}",Tweet_id:1234635535840313344,"created_at:""Tue Mar 03 00:23:44 +0000 2020""","rawtext:""__________#HappyDay__________\n\nToday #3Marzo #congratulations on your #Happy #birthday\n\n____#Chantelle #Fontain #ChantelleFontain____\n\n#Retwtt #Ilike \n\n____#___Âø_\n____#‡¶π‡‡¶_‡¶_‡¶_¶®‡ß_¶Æ‡¶¶‡_‡¶_n____#Ë™___•„_____®„_\n____#Felizcumplea√±os\n____#‡§π‡‡§‡§‡§§∞‡•_§•‡§°‡\n____#HappyBirthday\n____#Felizanivers√°rio https://t.co/lUnsY7OsQk""","text:""HappyDay Today 3Marzo congratulations on your ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf421b0d40b1f9dc8518d""}",Tweet_id:1234635617939517440,"created_at:""Tue Mar 03 00:24:04 +0000 2020""","rawtext:""TAEYEON \""HAPPY\"" Teaser\n\nhttps://t.co/wFW4jWpOJc\nhttps://t.co/gBt26tLezb\n\nhttps://t.co/fMZwN8Sg9x\n#Happy #Taeyeon #___ #______ @GirlsGeneration https://t.co/bdFvCnuxW8""","text:""TAEYEON \""HAPPY\"" Teaser ""}",,,,,,,,,,
